#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405227.sorted.bam Mapped Reads/million: 38.542759
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405228.sorted.bam Mapped Reads/million: 37.642071
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405229.sorted.bam Mapped Reads/million: 31.734760

    	ERR405227.sorted.bam	ERR405228.sorted.bam	ERR405229.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
yajI	      5.093       5.237      10.330	      5.461       5.264      10.725	      4.435       4.318       8.753	
yajG	     24.646      23.346      47.992	     31.017      29.548      60.565	     20.082      19.320      39.403	
yajF	      6.650       5.880      12.530	      8.563       7.832      16.396	      6.101       5.616      11.717	
yajD	     23.261      16.402      39.663	     30.230      19.008      49.239	     18.925      12.949      31.873	
yajC	     56.409      55.085     111.494	     84.325      83.847     168.172	     49.491      52.046     101.536	
yajB	     44.000       2.496      46.496	     69.747       2.556      72.303	     34.760       2.815      37.575	
prgK	      7.589       5.196      12.785	      9.135       6.125      15.261	      9.258       6.684      15.942	
prgJ	      5.850       4.494      10.344	      6.859       7.206      14.064	      5.458       6.591      12.048	
prgI	      4.271       3.630       7.901	      7.325       5.576      12.900	      6.354       4.539      10.893	
prgH	      1.672       2.883       4.555	      2.366       3.943       6.309	      2.218       3.528       5.746	
yaiW	      2.867       3.720       6.587	      3.518       4.391       7.909	      2.820       3.540       6.360	
sucD	     76.345      94.566     170.910	    114.936     143.945     258.881	     59.799      72.005     131.804	
sucC	    100.779     108.094     208.873	    151.611     163.744     315.355	     73.904      79.548     153.452	
yaiI	      7.966       5.917      13.883	     10.428       7.923      18.352	      5.666       3.939       9.605	
sucB	    186.638     200.222     386.860	    252.806     263.968     516.774	    143.325     154.559     297.884	
sucA	    182.802     200.506     383.308	    245.892     266.513     512.406	    148.930     162.504     311.434	
yaiE	     37.689      30.042      67.731	     47.073      40.082      87.155	     30.848      25.651      56.499	
yaiB	    117.774     162.765     280.539	    163.177     229.045     392.222	     81.433     116.721     198.155	
yaiA	     17.432      23.783      41.215	     17.849      28.088      45.937	     11.981      23.305      35.286	
prfH	     15.356      15.398      30.755	     18.229      17.106      35.335	     24.287      23.877      48.163	
prfC	      2.252       2.236       4.487	      3.024       3.175       6.199	      2.616       2.755       5.371	
prfB	    195.454       8.648     204.102	    249.012      18.065     267.077	    153.354      10.924     164.278	
prfA	      4.624       5.510      10.134	      7.629       9.370      16.999	      3.579       3.928       7.507	
cI	      0.270       0.135       0.405	      0.277       0.346       0.623	      0.000       0.246       0.246	
mutY	      6.505       2.981       9.486	      8.174       3.027      11.202	      6.195       2.454       8.648	
mutT	      0.917       0.786       1.703	      1.409       1.878       3.287	      0.955       1.114       2.069	
cds4084	     48.518      45.853      94.371	     72.012      67.223     139.235	     42.015      39.571      81.586	
mutS	      3.314       4.274       7.588	      4.097       5.431       9.528	      3.252       3.902       7.154	
cds4083	    296.999       4.852     301.850	    423.760       6.696     430.456	    237.231       1.537     238.768	
appB	      1.072       0.936       2.008	      1.636       1.589       3.224	      1.413       1.219       2.633	
mutM	      6.278       4.324      10.602	      7.970       5.313      13.283	      5.952       4.357      10.309	
mutL	     14.670       9.361      24.031	     18.855      12.603      31.459	     13.592       8.603      22.195	
torT	     10.169       4.661      14.829	     11.892       5.895      17.787	      9.686       5.600      15.286	
torS	      1.242       1.091       2.333	      1.864       1.757       3.622	      1.428       1.371       2.799	
fis	      6.202       9.522      15.724	      8.050      15.922      23.972	      8.488      15.915      24.403	
mutH	     18.639      17.334      35.973	     18.283      16.947      35.231	     17.567      16.480      34.047	
sbp	      1.887       2.018       3.905	      2.522       2.764       5.286	      3.247       3.597       6.843	
torD	      2.131       2.049       4.181	      3.483       3.022       6.505	      3.485       3.186       6.671	
fic	      1.807       3.141       4.948	      2.071       3.833       5.904	      2.770       3.658       6.428	
torC	      0.569       0.679       1.248	      0.673       0.807       1.480	      0.691       0.718       1.409	
torA	      0.945       0.904       1.850	      0.957       0.884       1.842	      1.049       0.987       2.037	
cds4076	      6.850       6.325      13.175	      7.697       6.952      14.649	      6.356       6.209      12.565	
cds4075	      0.122       2.923       3.045	      0.998       3.368       4.365	      1.036       3.846       4.882	
yafP	      1.996       2.439       4.435	      4.087       4.484       8.572	      3.097       3.636       6.733	
cds4074	      0.000       0.000       0.000	      0.441       0.237       0.679	      0.322       0.040       0.362	
cds4073	      4.047       0.714       4.761	      2.843       0.650       3.493	      2.216       0.096       2.313	
yafM	      6.086       4.911      10.997	      7.106       5.576      12.682	      6.160       5.057      11.217	
cds4072	      1.622       6.847       8.468	      2.767       6.457       9.224	      2.407       3.282       5.690	
cds4070	      0.562       1.909       2.471	      0.690       2.473       3.163	      1.023       1.773       2.796	
yafK	     27.171      20.833      48.004	     31.836      26.315      58.151	     21.900      17.095      38.996	
yafJ	     34.458      33.209      67.667	     43.516      46.352      89.868	     25.972      26.957      52.929	
yafE	      9.860      12.047      21.907	     12.956      15.540      28.496	      9.891      11.117      21.007	
yafD	     51.059      48.564      99.623	     60.966      58.343     119.309	     44.439      42.500      86.939	
yafC	      8.336       7.032      15.369	      9.146       7.955      17.101	      7.370       6.509      13.879	
yafB	     10.456       9.294      19.749	     12.160      11.036      23.196	      9.289       8.035      17.323	
yafA	     22.798      19.235      42.033	     27.846      23.195      51.041	     21.463      17.894      39.357	
cds4069	      9.609      12.756      22.365	     12.315      16.473      28.788	      8.715      13.214      21.930	
yaeT	     38.552      36.132      74.684	     44.728      42.636      87.364	     43.530      42.028      85.558	
cds4068	      1.192       1.283       2.474	      1.325       1.371       2.696	      1.571       1.558       3.129	
cds4067	      6.357       6.472      12.829	      8.738      10.967      19.705	      8.278       9.252      17.529	
cds4066	     44.993     108.821     153.814	     55.522     133.265     188.787	     51.874     128.429     180.303	
yaeQ	     15.254      12.497      27.751	     20.484      16.494      36.978	     15.352      12.466      27.818	
cds4065	    171.733     202.002     373.735	    205.932     272.528     478.459	    197.963     226.688     424.651	
yaeP	    543.783     174.508     718.291	    581.056     215.440     796.495	    451.804     136.405     588.209	
cds4064	      6.908       7.036      13.945	      8.436       8.541      16.977	      7.116       7.054      14.171	
cds4063	      1.909       1.860       3.769	      2.272       2.139       4.411	      1.942       1.784       3.726	
cds4062	      0.704       0.549       1.253	      0.826       0.685       1.511	      0.604       0.584       1.188	
cds4061	      3.706       3.981       7.687	      4.217       3.655       7.871	      2.668       2.501       5.169	
yaeL	     33.827      33.194      67.020	     44.336      43.040      87.375	     43.855      42.457      86.312	
yaeJ	     22.572      16.009      38.580	     25.498      20.160      45.658	     21.529      17.283      38.812	
yaeH	    133.279     126.977     260.257	    182.187     175.597     357.783	     99.175      92.742     191.917	
yaeG	     12.032      10.194      22.226	     13.398      11.356      24.754	     12.790      10.830      23.620	
murI	     22.665      20.743      43.408	     29.280      27.041      56.321	     17.949      16.862      34.811	
yaeE	     14.536       4.385      18.921	     18.625       6.153      24.778	     10.898       4.192      15.090	
yaeD	     19.127      18.029      37.156	     24.551      23.849      48.400	     19.173      18.896      38.069	
murG	      3.498       3.765       7.264	      4.851       5.547      10.398	      2.773       2.980       5.753	
yaeC	     38.886      40.539      79.425	     53.881      56.974     110.855	     30.816      32.052      62.868	
murF	      6.128       6.243      12.371	      7.839       7.643      15.482	      5.055       4.475       9.530	
yaeB	      4.544       9.308      13.852	      5.891      11.407      17.298	      4.184       7.655      11.839	
murE	      4.690       3.906       8.596	      5.445       4.713      10.159	      3.621       3.325       6.946	
murD	      3.822       4.728       8.550	      4.155       5.103       9.259	      3.110       3.709       6.819	
murC	      6.592       6.240      12.832	      8.027       7.703      15.731	      4.910       4.334       9.244	
murB	     13.288      12.683      25.970	     18.304      16.859      35.163	     14.852      13.842      28.694	
