#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405224.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405225.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405226.sorted.bam

    	ERR405224.sorted.bam	ERR405225.sorted.bam	ERR405226.sorted.bam	
    	  Sense Antisense  Total	  Sense Antisense  Total	  Sense Antisense  Total	
sgaE	     93     103     196	     88      88     176	     40      42      82	
rfbK	   1372    1516    2888	   1308    1446    2754	    568     618    1186	
rfbI	    991    1157    2148	   1131    1344    2475	    484     557    1041	
sgaB	     18      16      34	     14      13      27	      8       9      17	
rfbH	   2362    2439    4801	   2513    2580    5093	    953    1039    1992	
sgaA	     18      18      36	     14      14      28	     11       9      20	
rfbG	   1627    1604    3231	   1722    1668    3390	    725     700    1425	
rfbF	   1406    1301    2707	   1507    1366    2873	    600     545    1145	
rfbE	    980    1034    2014	    996    1055    2051	    383     407     790	
rfbD	   1509    1646    3155	   1600    1671    3271	    697     732    1429	
rfbC	   1020    1152    2172	   1095    1194    2289	    415     452     867	
gntU	     99      92     191	    108      95     203	     66      63     129	
rfbB	   2376    2501    4877	   2467    2641    5108	   1031    1097    2128	
gntT	    111     100     211	     82      73     155	     44      41      85	
rfbA	   1350    1177    2527	   1448    1241    2689	    594     517    1111	
gntR	   1104    1114    2218	    968     966    1934	    483     487     970	
mgtC	   1770    2137    3907	   1549    1838    3387	    643     774    1417	
mgtB	   5598    6222   11820	   4599    5131    9730	   2058    2219    4277	
mgtA	    535     480    1015	    508     457     965	    305     263     568	
gntK	     24      30      54	     27      28      55	     17      18      35	
guaC	   4234    4257    8491	   4171    4199    8370	   2027    2037    4064	
guaB	    911     759    1670	    799     658    1457	    391     327     718	
rfaH	    470     420     890	    481     429     910	    241     236     477	
guaA	   1098    1237    2335	   1113    1218    2331	    476     521     997	
rfaE	    404     403     807	    433     438     871	    190     205     395	
mtlR	    456     311     767	    398     276     674	    236     137     373	
rfaD	   3715    3422    7137	   3463    3157    6620	   1943    1778    3721	
mgsA	   1218    1072    2290	   1050     905    1955	    642     558    1200	
mtlD	    768     741    1509	    779     736    1515	    365     354     719	
mtlA	   1275    1241    2516	   1262    1223    2485	    568     549    1117	
groES	   5531    3976    9507	   6124    4184   10308	   2419    1719    4138	
yscR	  33838   28346   62184	  32198   26765   58963	  14666   12451   27117	
groEL	  14319   16330   30649	  16231   18413   34644	   6548    7367   13915	
yfjB	    546     538    1084	    508     497    1005	    287     286     573	
lyxK	     37      45      82	     39      48      87	     13      20      33	
yfjA	   3201    3357    6558	   3196    3458    6654	   1409    1472    2881	
maeB	   3006    3116    6122	   2626    2712    5338	   1525    1583    3108	
yfiN	    768     860    1628	    599     667    1266	    403     470     873	
yfiM	     99     139     238	    111     131     242	     61      52     113	
yfiK	     86      49     135	     73      50     123	     27      16      43	
yfiH	    839     985    1824	    746     958    1704	    372     487     859	
yfiG	   4134    3994    8128	   3474    3350    6824	   2290    2209    4499	
hopD	    171      26     197	    167      19     186	     87      13     100	
yfiF	    426     436     862	    372     380     752	    276     270     546	
yfiD	    419     412     831	    368     366     734	    204     201     405	
yfiC	    505     461     966	    444     405     849	    238     218     456	
yfiA	 141395  140779  282174	 108241  107724  215965	  83015   82786  165801	
yfhP	  12476   10848   23324	  10472    9076   19548	   6277    5557   11834	
yfhJ	    906     810    1716	    872     820    1692	    420     371     791	
yfhI	   2570    3101    5671	   2410    2916    5326	   1192    1443    2635	
yfhH	    399     374     773	    368     377     745	    223     204     427	
yfhG	    641     711    1352	    543     660    1203	    288     356     644	
yfhF	   8465   12645   21110	   7121   10896   18017	   4502    6546   11048	
yfhE	   1457    2618    4075	   1451    2460    3911	    714    1315    2029	
yfhD	    506     458     964	    479     429     908	    240     210     450	
yfhC	    141     234     375	    124     191     315	     84     100     184	
degS	    499     554    1053	    476     516     992	    250     281     531	
yfhB	    650     592    1242	    521     478     999	    318     288     606	
yfhA	   1011    1010    2021	    866     823    1689	    446     449     895	
degQ	   1089    1239    2328	    996    1121    2117	    537     581    1118	
cds3496	    226     132     358	    176     102     278	    102      65     167	
cds3495	     40      34      74	     44      29      73	     22      19      41	
dksA	   1209    1553    2762	   1250    1538    2788	    566     744    1310	
cds3494	     53      59     112	     31      35      66	     19      15      34	
cds3493	     29      26      55	     22      17      39	     11      11      22	
cds3492	     31      27      58	     21      16      37	     16      16      32	
cds3491	     21      23      44	     18      21      39	     12      12      24	
cds3490	      8       4      12	     11       6      17	      9       2      11	
ttrS	   1502    1511    3013	   1256    1271    2527	    721     724    1445	
ttrR	     69      52     121	     64      45     109	     31      21      52	
yfgB	    444     457     901	    499     514    1013	    198     197     395	
yfgA	   1613    1522    3135	   1459    1350    2809	    768     711    1479	
ttrC	     17      17      34	     14      12      26	      8       6      14	
ttrB	     43      51      94	     24      33      57	     20      21      41	
ttrA	    330     271     601	    351     282     633	    186     153     339	
cds3489	     12     109     121	     14     116     130	      9      37      46	
cds3488	    124     116     240	    131     129     260	     67      67     134	
cds3487	     92      95     187	     85      70     155	     55      52     107	
cds3486	    310     422     732	    221     332     553	    196     280     476	
cds3485	     44      26      70	     34      22      56	     26      14      40	
cds3484	    684     781    1465	    688     784    1472	    344     402     746	
cds3483	   1342    1536    2878	   1392    1592    2984	    721     802    1523	
cds2399	    452     132     584	    402     112     514	    223      39     262	
yffH	    457     456     913	    443     453     896	    223     225     448	
cds3482	    872     863    1735	    938     885    1823	    416     394     810	
cds2398	    224     471     695	    195     422     617	     99     245     344	
